                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    145,                0.57717,                0.35294,                0.82916,                0.82016,                0.56027,                0.64192,                0.49371,                0.57265,                0.35019,                 0.8201,              0.0032586,              0.0032586,              0.0032586
                    146,                0.57681,                0.35202,                0.82984,                 0.8282,                0.56108,                0.64226,                0.49426,                0.57239,                0.34996,                0.82007,              0.0032114,              0.0032114,              0.0032114
                    147,                0.57584,                0.35029,                0.82871,                0.83425,                0.56265,                 0.6426,                 0.4943,                0.57221,                0.34983,                0.81999,              0.0031643,              0.0031643,              0.0031643
                    148,                0.57494,                0.35148,                0.82815,                0.84604,                 0.5617,                0.64257,                0.49476,                0.57205,                0.34971,                0.81997,              0.0031171,              0.0031171,              0.0031171
                    149,                0.57566,                0.34982,                0.82792,                0.84403,                0.56219,                0.64291,                0.49526,                0.57196,                0.34961,                 0.8199,                0.00307,                0.00307,                0.00307
                    150,                0.57299,                 0.3497,                 0.8288,                0.84577,                 0.5626,                0.64338,                0.49563,                 0.5719,                0.34943,                0.81992,              0.0030229,              0.0030229,              0.0030229
                    151,                0.57223,                0.34926,                0.82875,                0.87624,                0.56321,                0.64389,                0.49541,                0.57173,                0.34932,                0.81988,              0.0029757,              0.0029757,              0.0029757
                    152,                 0.5696,                0.34697,                0.82812,                0.87688,                0.56335,                0.64435,                0.49579,                0.57168,                0.34915,                0.81984,              0.0029286,              0.0029286,              0.0029286
                    153,                0.57074,                0.34783,                  0.828,                0.87634,                0.56296,                0.64471,                0.49639,                0.57159,                0.34908,                0.81983,              0.0028814,              0.0028814,              0.0028814
                    154,                0.57097,                0.34774,                0.82722,                0.87769,                0.56341,                0.64454,                0.49647,                0.57123,                0.34889,                0.81979,              0.0028343,              0.0028343,              0.0028343
